date,CO,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona
2024-07-11 19:00:00,0.42,3.1,6.2,10.83,9.5,43.0,2.6,15.1,116.0,CENTRO
2024-07-11 19:00:00,,,,,,,,,,NORTE
2024-07-11 19:00:00,0.68,3.4,5.6,9.62,9.1,43.0,2.4,19.1,136.0,SURESTE
2024-07-11 20:00:00,0.46,2.7,8.1,8.12,11.0,38.0,2.6,12.7,93.0,CENTRO
2024-07-11 20:00:00,,,,,,,,,,NORTE
2024-07-11 20:00:00,0.7,2.7,5.8,7.83,8.4,29.0,2.0,14.8,113.0,SURESTE
2024-07-11 21:00:00,0.41,2.1,7.9,5.99,10.2,32.0,2.5,11.0,100.0,CENTRO
2024-07-11 21:00:00,,,,,,,,,,NORTE
2024-07-11 21:00:00,0.79,3.2,9.8,4.29,13.0,10.0,1.8,11.3,75.0,SURESTE
2024-07-11 22:00:00,0.42,2.0,6.8,5.4,9.0,26.0,2.5,9.0,72.0,CENTRO
2024-07-11 22:00:00,0.76,2.0,10.4,4.0,12.4,25.0,2.3,4.8,175.0,NORTE
2024-07-11 22:00:00,0.74,2.6,8.7,4.41,11.3,14.0,1.8,8.6,103.0,SURESTE
2024-07-11 23:00:00,0.42,1.9,8.3,4.87,10.4,31.0,2.5,5.7,114.0,CENTRO
2024-07-11 23:00:00,0.7,1.8,7.3,5.0,9.1,25.0,2.4,4.8,116.0,NORTE
2024-07-11 23:00:00,0.77,2.2,10.8,5.05,12.9,13.0,1.8,3.3,89.0,SURESTE
2024-07-12 00:00:00,0.4,1.8,6.0,3.82,8.1,23.0,2.5,8.6,96.0,CENTRO
2024-07-12 00:00:00,0.65,1.8,5.5,4.0,7.2,23.0,2.3,5.8,107.0,NORTE
2024-07-12 00:00:00,0.76,2.5,11.0,4.17,13.4,10.0,1.7,4.9,299.0,SURESTE
2024-07-12 01:00:00,0.34,1.9,4.1,3.02,6.2,23.0,2.5,5.4,115.0,CENTRO
2024-07-12 01:00:00,0.62,1.6,3.5,4.0,5.2,24.0,2.4,5.6,134.0,NORTE
2024-07-12 01:00:00,0.68,2.3,10.2,4.2,12.5,7.0,1.7,4.8,274.0,SURESTE
2024-07-12 02:00:00,0.37,1.8,3.9,3.84,6.0,21.0,2.5,5.2,84.0,CENTRO
2024-07-12 02:00:00,0.62,1.6,3.6,5.0,5.2,30.0,2.4,4.7,129.0,NORTE
2024-07-12 02:00:00,0.66,2.4,13.7,3.33,16.0,14.0,1.7,2.9,240.0,SURESTE
2024-07-12 03:00:00,0.4,1.8,6.3,5.04,8.4,19.0,2.4,3.8,12.0,CENTRO
2024-07-12 03:00:00,0.62,1.8,5.0,7.0,6.8,24.0,2.4,4.6,117.0,NORTE
2024-07-12 03:00:00,0.67,2.7,18.9,3.73,21.6,10.0,1.7,2.0,189.0,SURESTE
2024-07-12 04:00:00,0.44,1.9,10.5,8.47,12.7,21.0,2.5,4.6,6.0,CENTRO
2024-07-12 04:00:00,0.64,2.2,7.3,10.0,9.4,28.0,2.3,3.3,79.0,NORTE
2024-07-12 04:00:00,0.64,2.1,7.9,5.54,10.0,12.0,1.7,4.4,87.0,SURESTE
2024-07-12 05:00:00,0.45,3.3,15.0,12.76,18.5,27.0,2.5,4.1,24.0,CENTRO
2024-07-12 05:00:00,0.7,3.9,9.1,10.0,13.0,26.0,2.5,7.4,93.0,NORTE
2024-07-12 05:00:00,0.6,2.0,3.5,4.71,5.5,13.0,1.8,7.5,95.0,SURESTE
2024-07-12 06:00:00,0.4,2.0,7.4,10.27,9.7,45.0,2.4,5.7,54.0,CENTRO
2024-07-12 06:00:00,0.77,6.2,10.2,11.0,16.3,35.0,2.4,6.6,97.0,NORTE
2024-07-12 06:00:00,0.63,2.5,6.6,4.61,9.0,16.0,1.7,7.3,116.0,SURESTE
2024-07-12 07:00:00,0.42,3.9,10.4,12.77,14.6,36.0,2.5,5.8,48.0,CENTRO
2024-07-12 07:00:00,0.78,7.5,8.3,12.0,15.7,,2.3,7.5,88.0,NORTE
2024-07-12 07:00:00,0.71,3.8,9.5,6.82,13.3,17.0,1.7,8.4,108.0,SURESTE
2024-07-12 08:00:00,0.51,7.9,11.6,22.1,19.8,41.0,2.5,7.7,58.0,CENTRO
2024-07-12 08:00:00,0.74,5.5,7.3,14.0,12.7,64.0,2.3,6.8,74.0,NORTE
2024-07-12 08:00:00,0.73,5.0,8.9,8.46,13.8,31.0,1.7,8.7,90.0,SURESTE
2024-07-12 09:00:00,0.6,11.3,11.6,28.22,23.2,54.0,2.5,7.5,57.0,CENTRO
2024-07-12 09:00:00,0.72,4.8,6.3,15.0,11.1,54.0,2.4,7.1,91.0,NORTE
2024-07-12 09:00:00,0.72,4.3,7.6,15.41,11.9,42.0,1.9,9.6,85.0,SURESTE
2024-07-12 10:00:00,0.56,14.7,13.4,30.12,28.3,60.0,2.6,6.4,37.0,CENTRO
2024-07-12 10:00:00,0.77,4.3,7.1,14.0,11.4,49.0,2.4,7.7,122.0,NORTE
2024-07-12 10:00:00,0.74,6.4,9.4,15.44,15.7,47.0,1.9,8.1,69.0,SURESTE
2024-07-12 11:00:00,0.57,8.9,15.3,32.34,24.5,64.0,2.6,7.4,21.0,CENTRO
2024-07-12 11:00:00,0.79,3.5,6.8,13.0,10.3,49.0,2.4,8.9,131.0,NORTE
2024-07-12 11:00:00,0.8,7.0,9.8,17.97,16.7,50.0,2.1,9.9,97.0,SURESTE
2024-07-12 12:00:00,0.58,6.0,12.9,29.42,19.1,70.0,2.4,7.9,67.0,CENTRO
2024-07-12 12:00:00,0.77,3.8,6.8,13.0,10.6,46.0,2.2,7.8,133.0,NORTE
2024-07-12 12:00:00,0.85,5.1,7.6,18.92,12.6,56.0,2.1,11.2,114.0,SURESTE
2024-07-12 13:00:00,0.55,4.6,10.8,26.64,15.7,64.0,2.5,8.9,64.0,CENTRO
2024-07-12 13:00:00,0.78,3.8,6.3,15.0,10.1,51.0,2.4,10.4,134.0,NORTE
2024-07-12 13:00:00,0.86,4.2,7.7,18.63,11.8,52.0,2.0,11.2,102.0,SURESTE
2024-07-12 14:00:00,0.57,5.2,11.4,28.44,16.9,60.0,2.5,10.2,57.0,CENTRO
2024-07-12 14:00:00,0.79,3.2,7.2,14.0,10.4,54.0,2.3,10.7,131.0,NORTE
2024-07-12 14:00:00,0.87,4.7,8.3,21.99,12.9,53.0,2.3,12.4,96.0,SURESTE
2024-07-12 15:00:00,0.49,4.0,8.2,24.73,12.6,62.0,2.5,12.4,60.0,CENTRO
2024-07-12 15:00:00,0.85,3.3,7.7,9.0,10.9,49.0,2.6,10.4,132.0,NORTE
2024-07-12 15:00:00,0.78,4.2,5.7,24.38,9.9,59.0,2.1,13.8,108.0,SURESTE
2024-07-12 16:00:00,0.51,4.6,8.4,18.15,13.3,54.0,2.5,12.5,61.0,CENTRO
2024-07-12 16:00:00,0.78,3.3,7.7,11.0,11.0,39.0,2.9,9.7,129.0,NORTE
2024-07-12 16:00:00,0.82,4.6,6.8,15.24,11.4,43.0,1.8,14.7,107.0,SURESTE
2024-07-12 17:00:00,0.53,5.1,9.5,15.67,14.8,52.0,2.5,11.9,62.0,CENTRO
2024-07-12 17:00:00,0.81,3.7,9.7,13.0,13.4,45.0,2.6,10.6,129.0,NORTE
2024-07-12 17:00:00,0.74,4.0,6.5,14.58,10.5,42.0,1.8,12.9,115.0,SURESTE
2024-07-12 18:00:00,0.44,3.2,6.7,12.5,10.1,43.0,2.5,12.5,124.0,CENTRO
2024-07-12 18:00:00,0.88,3.8,12.0,13.0,15.8,,2.6,7.9,125.0,NORTE
2024-07-12 18:00:00,0.78,3.9,6.3,9.98,10.2,32.0,1.7,12.3,94.0,SURESTE
2024-07-12 19:00:00,0.47,2.7,8.6,11.05,11.6,39.0,2.5,11.7,124.0,CENTRO
2024-07-12 19:00:00,0.92,3.8,12.0,12.0,15.8,,2.4,9.7,141.0,NORTE
2024-07-12 19:00:00,0.82,3.6,8.4,11.16,12.0,37.0,1.7,12.0,102.0,SURESTE
2024-07-12 20:00:00,0.47,2.1,9.1,10.77,11.4,38.0,2.5,9.8,117.0,CENTRO
2024-07-12 20:00:00,0.86,2.6,10.1,11.0,12.7,70.0,2.4,8.0,129.0,NORTE
2024-07-12 20:00:00,0.85,3.7,10.4,10.01,14.0,32.0,1.8,11.6,96.0,SURESTE
2024-07-12 21:00:00,0.56,2.3,11.9,13.42,14.4,46.0,,8.8,102.0,CENTRO
2024-07-12 21:00:00,0.8,2.6,8.9,10.0,11.5,41.0,2.3,9.8,114.0,NORTE
2024-07-12 21:00:00,0.68,3.0,5.6,7.96,8.7,35.0,1.7,16.9,131.0,SURESTE
2024-07-12 22:00:00,0.4,2.1,5.2,12.21,7.5,44.0,2.4,11.2,137.0,CENTRO
2024-07-12 22:00:00,0.75,2.4,8.3,10.0,10.7,36.0,2.5,7.8,134.0,NORTE
2024-07-12 22:00:00,0.7,2.9,6.9,8.09,9.8,25.0,1.6,13.3,111.0,SURESTE
2024-07-12 23:00:00,0.49,2.2,9.6,13.46,12.0,37.0,2.5,8.7,67.0,CENTRO
2024-07-12 23:00:00,0.75,1.9,8.7,11.0,10.7,44.0,2.4,6.6,139.0,NORTE
2024-07-12 23:00:00,0.75,2.7,9.0,9.57,11.7,30.0,1.7,17.4,98.0,SURESTE
2024-07-13 00:00:00,0.52,2.0,9.9,11.46,12.2,37.0,2.4,7.8,62.0,CENTRO
2024-07-13 00:00:00,0.7,1.9,7.0,10.0,8.9,53.0,2.4,7.7,125.0,NORTE
2024-07-13 00:00:00,0.63,2.1,4.3,8.29,6.4,19.0,1.7,16.4,86.0,SURESTE
2024-07-13 01:00:00,0.43,1.9,7.4,9.37,9.5,35.0,2.4,8.3,44.0,CENTRO
2024-07-13 01:00:00,0.65,1.8,4.7,8.0,6.5,45.0,2.3,8.9,136.0,NORTE
2024-07-13 01:00:00,0.62,2.0,3.7,5.47,5.7,17.0,1.6,14.3,85.0,SURESTE
2024-07-13 02:00:00,0.44,1.9,6.2,9.38,8.3,37.0,2.5,6.6,37.0,CENTRO
2024-07-13 02:00:00,0.62,1.7,3.6,8.0,5.3,34.0,2.3,8.6,144.0,NORTE
2024-07-13 02:00:00,0.62,2.0,4.1,5.44,6.0,13.0,1.7,14.9,85.0,SURESTE
2024-07-13 03:00:00,0.43,,6.4,10.31,8.4,32.0,2.5,5.2,11.0,CENTRO
2024-07-13 03:00:00,0.62,1.8,3.5,,5.3,30.0,2.3,7.0,149.0,NORTE
2024-07-13 03:00:00,0.61,2.0,3.3,5.17,5.2,17.0,1.6,13.3,102.0,SURESTE
2024-07-13 04:00:00,0.42,2.6,10.6,14.55,13.4,37.0,2.4,6.9,28.0,CENTRO
2024-07-13 04:00:00,0.63,1.8,5.5,9.0,7.3,33.0,2.5,6.3,143.0,NORTE
2024-07-13 04:00:00,0.59,2.1,3.4,5.17,5.4,24.0,1.7,6.7,153.0,SURESTE
2024-07-13 05:00:00,0.39,2.2,7.5,13.93,10.0,44.0,2.4,3.7,2.0,CENTRO
2024-07-13 05:00:00,0.65,2.2,5.8,9.0,8.0,33.0,2.3,4.4,161.0,NORTE
2024-07-13 05:00:00,0.59,2.0,3.5,5.21,5.5,25.0,1.6,7.0,28.0,SURESTE
2024-07-13 06:00:00,0.45,2.3,11.0,14.59,13.5,39.0,2.4,3.3,19.0,CENTRO
2024-07-13 06:00:00,0.72,4.5,6.7,10.0,11.2,37.0,2.4,5.4,133.0,NORTE
2024-07-13 06:00:00,0.61,2.2,4.7,5.21,6.9,30.0,1.6,6.6,58.0,SURESTE
2024-07-13 07:00:00,0.45,8.3,13.7,16.33,22.2,43.0,2.5,3.2,21.0,CENTRO
2024-07-13 07:00:00,0.75,5.0,6.2,12.0,11.2,37.0,2.4,6.1,107.0,NORTE
2024-07-13 07:00:00,0.68,4.1,8.1,6.38,12.1,33.0,1.7,4.0,124.0,SURESTE
2024-07-13 08:00:00,0.54,17.1,14.9,23.15,32.3,46.0,2.5,3.7,10.0,CENTRO
2024-07-13 08:00:00,0.75,4.0,4.8,12.0,8.8,49.0,2.2,7.0,105.0,NORTE
2024-07-13 08:00:00,0.69,4.9,6.8,6.42,11.8,40.0,1.8,6.3,80.0,SURESTE
2024-07-13 09:00:00,0.59,10.1,11.8,21.05,22.2,52.0,2.4,6.4,23.0,CENTRO
2024-07-13 09:00:00,,,,,,,,,,NORTE
2024-07-13 09:00:00,0.69,5.5,7.4,7.6,12.8,40.0,1.7,6.3,66.0,SURESTE
2024-07-13 10:00:00,0.62,10.3,13.0,24.87,23.6,55.0,2.4,7.9,14.0,CENTRO
2024-07-13 10:00:00,,,,,,,,,,NORTE
2024-07-13 10:00:00,0.68,5.2,8.3,7.61,13.5,37.0,1.7,6.9,73.0,SURESTE
2024-07-13 11:00:00,0.6,6.7,12.3,28.49,19.2,66.0,2.4,8.7,15.0,CENTRO
2024-07-13 11:00:00,,,,,,,,,,NORTE
2024-07-13 11:00:00,0.72,4.1,7.2,8.12,11.4,39.0,1.7,9.0,99.0,SURESTE
2024-07-13 12:00:00,0.59,6.1,13.9,30.1,20.3,74.0,2.3,9.2,15.0,CENTRO
2024-07-13 12:00:00,,,,,,,,,,NORTE
2024-07-13 12:00:00,0.74,3.4,5.0,8.78,8.5,54.0,1.7,12.8,95.0,SURESTE
2024-07-13 13:00:00,0.45,3.3,8.3,26.67,11.9,74.0,2.4,9.5,56.0,CENTRO
2024-07-13 13:00:00,,,,,,,,,,NORTE
2024-07-13 13:00:00,0.73,3.8,4.9,9.51,8.7,73.0,1.7,16.3,111.0,SURESTE
2024-07-13 14:00:00,0.48,2.7,7.7,24.85,10.7,69.0,2.5,9.2,96.0,CENTRO
2024-07-13 14:00:00,,,,,,,,,,NORTE
2024-07-13 14:00:00,0.74,3.5,5.5,10.27,9.0,76.0,1.7,14.3,124.0,SURESTE
2024-07-13 15:00:00,0.44,2.6,5.4,22.25,8.3,63.0,2.4,9.0,134.0,CENTRO
2024-07-13 15:00:00,,,,,,,,,,NORTE
2024-07-13 15:00:00,0.77,4.1,5.7,10.62,9.8,80.0,1.7,13.4,117.0,SURESTE
2024-07-13 16:00:00,0.42,2.6,6.1,29.12,9.0,64.0,2.4,9.0,136.0,CENTRO
2024-07-13 16:00:00,,,,,,,,,,NORTE
2024-07-13 16:00:00,0.86,3.9,7.3,12.06,11.2,96.0,1.8,11.2,114.0,SURESTE
2024-07-13 17:00:00,0.44,2.7,5.9,30.96,8.8,75.0,2.4,8.9,130.0,CENTRO
2024-07-13 17:00:00,,,,,,,,,,NORTE
2024-07-13 17:00:00,0.77,4.3,6.9,14.33,11.2,106.0,1.7,10.3,135.0,SURESTE
2024-07-13 18:00:00,0.42,2.9,6.3,31.2,9.4,76.0,2.4,11.0,105.0,CENTRO
2024-07-13 18:00:00,,,,,,,,,,NORTE
2024-07-13 18:00:00,0.7,4.1,6.9,19.61,11.0,89.0,1.7,9.8,157.0,SURESTE
2024-07-13 19:00:00,0.44,2.3,6.1,28.16,8.6,73.0,2.4,11.5,127.0,CENTRO
2024-07-13 19:00:00,,,,,,,,,,NORTE
2024-07-13 19:00:00,0.66,3.4,6.1,22.06,9.5,88.0,1.7,9.5,163.0,SURESTE
2024-07-13 20:00:00,0.47,2.0,7.4,27.84,9.6,67.0,2.5,8.9,127.0,CENTRO
2024-07-13 20:00:00,,,,,,,,,,NORTE
2024-07-13 20:00:00,0.77,3.2,9.1,23.19,12.2,83.0,1.7,7.8,103.0,SURESTE
2024-07-13 21:00:00,0.47,1.9,7.5,32.11,9.6,67.0,2.5,6.9,116.0,CENTRO
2024-07-13 21:00:00,,,,,,,,,,NORTE
2024-07-13 21:00:00,0.73,3.2,7.5,29.37,10.7,96.0,1.7,10.3,111.0,SURESTE
2024-07-13 22:00:00,0.52,2.1,9.0,35.18,11.4,70.0,2.5,9.4,98.0,CENTRO
2024-07-13 22:00:00,,,,,,,,,,NORTE
2024-07-13 22:00:00,0.72,3.4,6.9,36.86,10.2,110.0,1.7,15.5,99.0,SURESTE
2024-07-13 23:00:00,0.42,1.9,5.5,33.96,7.7,81.0,2.4,10.5,119.0,CENTRO
2024-07-13 23:00:00,,,,,,,,,,NORTE
2024-07-13 23:00:00,0.67,2.8,5.0,24.1,7.8,92.0,1.7,16.3,118.0,SURESTE
2024-07-14 00:00:00,0.43,1.9,3.6,33.17,5.7,81.0,2.4,13.5,122.0,CENTRO
2024-07-14 00:00:00,,,,,,,,,,NORTE
2024-07-14 00:00:00,0.69,4.3,4.8,21.71,9.2,90.0,1.7,17.4,111.0,SURESTE
2024-07-14 01:00:00,0.42,,5.9,33.1,8.0,87.0,2.4,7.4,89.0,CENTRO
2024-07-14 01:00:00,,,,,,,,,,NORTE
2024-07-14 01:00:00,0.64,2.5,3.7,21.51,6.1,91.0,,17.2,99.0,SURESTE
2024-07-14 02:00:00,0.47,3.3,7.1,33.53,10.7,87.0,2.5,6.9,30.0,CENTRO
2024-07-14 02:00:00,,,,,,,,,,NORTE
2024-07-14 02:00:00,0.64,2.4,4.3,20.51,6.7,87.0,,10.8,115.0,SURESTE
2024-07-14 03:00:00,0.42,3.9,8.5,34.48,12.6,94.0,2.4,5.8,40.0,CENTRO
2024-07-14 03:00:00,,,,,,,,,,NORTE
2024-07-14 03:00:00,0.61,2.1,3.4,19.9,5.5,83.0,,10.9,101.0,SURESTE
2024-07-14 04:00:00,0.43,13.0,11.6,35.27,24.9,92.0,2.6,2.3,29.0,CENTRO
2024-07-14 04:00:00,,,,,,,,,,NORTE
2024-07-14 04:00:00,0.61,2.0,3.2,19.9,5.2,83.0,,8.2,91.0,SURESTE
2024-07-14 05:00:00,0.48,2.6,7.7,32.56,10.6,93.0,2.5,3.3,45.0,CENTRO
2024-07-14 05:00:00,,,,,,,,,,NORTE
2024-07-14 05:00:00,0.63,2.1,3.9,19.17,6.0,79.0,1.8,5.6,98.0,SURESTE
2024-07-14 06:00:00,0.46,2.3,8.9,32.7,11.4,88.0,2.5,4.2,56.0,CENTRO
2024-07-14 06:00:00,,,,,,,,,,NORTE
2024-07-14 06:00:00,0.62,2.1,4.4,19.02,6.6,79.0,1.7,8.0,96.0,SURESTE
2024-07-14 07:00:00,0.46,6.7,9.2,34.69,16.1,86.0,2.5,4.3,57.0,CENTRO
2024-07-14 07:00:00,,,,,,,,,,NORTE
2024-07-14 07:00:00,0.68,3.5,7.5,19.33,10.9,77.0,1.7,8.0,74.0,SURESTE
2024-07-14 08:00:00,0.49,9.5,10.0,38.31,19.8,90.0,2.4,4.8,65.0,CENTRO
2024-07-14 08:00:00,,,,,,,,,,NORTE
2024-07-14 08:00:00,0.67,5.3,6.7,19.88,11.9,79.0,1.7,6.5,55.0,SURESTE
2024-07-14 09:00:00,0.54,8.5,10.0,43.15,18.7,91.0,2.5,4.5,347.0,CENTRO
2024-07-14 09:00:00,,,,,,,,,,NORTE
2024-07-14 09:00:00,0.67,7.6,7.5,23.63,15.1,89.0,1.9,4.2,13.0,SURESTE
2024-07-14 10:00:00,0.49,5.8,7.8,40.02,13.9,89.0,2.5,5.8,350.0,CENTRO
2024-07-14 10:00:00,,,,,,,,,,NORTE
2024-07-14 10:00:00,0.75,8.9,11.5,26.63,20.3,92.0,2.1,5.0,297.0,SURESTE
2024-07-14 11:00:00,0.54,4.0,8.3,42.34,12.6,89.0,2.4,6.9,24.0,CENTRO
2024-07-14 11:00:00,0.92,11.9,1.7,24.0,13.5,,4.9,6.5,108.0,NORTE
2024-07-14 11:00:00,0.83,6.6,11.9,28.44,18.4,90.0,2.2,6.3,22.0,SURESTE
2024-07-14 12:00:00,0.59,4.5,11.6,47.91,16.3,91.0,2.5,8.6,61.0,CENTRO
2024-07-14 12:00:00,0.91,2.6,6.4,23.0,9.0,,2.8,9.7,121.0,NORTE
2024-07-14 12:00:00,0.77,3.2,8.5,29.27,11.6,97.0,2.2,8.0,60.0,SURESTE
2024-07-14 13:00:00,0.55,4.1,14.4,50.64,18.8,100.0,2.5,8.9,46.0,CENTRO
2024-07-14 13:00:00,0.84,2.3,3.9,19.0,6.2,84.0,3.0,11.2,134.0,NORTE
2024-07-14 13:00:00,0.79,2.9,9.5,30.48,12.3,95.0,2.1,12.4,71.0,SURESTE
2024-07-14 14:00:00,0.52,2.2,8.0,44.53,10.5,103.0,2.5,11.3,58.0,CENTRO
2024-07-14 14:00:00,0.82,2.5,3.5,17.0,6.0,62.0,2.8,12.2,142.0,NORTE
2024-07-14 14:00:00,0.85,3.0,8.5,29.47,11.5,99.0,2.1,16.0,104.0,SURESTE
2024-07-14 15:00:00,0.47,2.3,6.0,38.7,8.6,89.0,2.6,13.6,64.0,CENTRO
2024-07-14 15:00:00,0.79,2.4,4.3,14.0,6.7,67.0,3.2,13.1,125.0,NORTE
2024-07-14 15:00:00,0.74,3.8,6.2,38.27,10.0,111.0,2.2,18.3,115.0,SURESTE
2024-07-14 16:00:00,0.44,2.6,5.2,34.36,8.0,79.0,2.5,13.3,84.0,CENTRO
2024-07-14 16:00:00,0.77,2.2,4.4,10.0,6.6,57.0,2.7,11.7,144.0,NORTE
2024-07-14 16:00:00,0.68,3.3,4.7,31.51,8.0,92.0,2.0,17.7,129.0,SURESTE
2024-07-14 17:00:00,0.4,2.0,3.8,29.95,6.0,79.0,2.5,12.1,125.0,CENTRO
2024-07-14 17:00:00,0.79,2.3,5.0,9.0,7.3,29.0,2.6,12.2,139.0,NORTE
2024-07-14 17:00:00,0.65,3.2,4.8,21.63,8.1,71.0,1.9,16.8,134.0,SURESTE
2024-07-14 18:00:00,0.39,2.0,3.6,18.27,5.8,65.0,2.5,13.9,123.0,CENTRO
2024-07-14 18:00:00,0.82,2.3,5.7,11.0,8.0,24.0,2.4,11.3,150.0,NORTE
2024-07-14 18:00:00,0.63,2.9,4.7,15.55,7.6,54.0,1.8,13.0,146.0,SURESTE
2024-07-14 19:00:00,0.42,,5.1,16.5,7.3,44.0,2.7,12.9,121.0,CENTRO
2024-07-14 19:00:00,0.84,2.1,6.8,12.0,8.8,33.0,2.4,10.5,146.0,NORTE
2024-07-14 19:00:00,0.67,2.8,5.0,10.83,7.8,42.0,1.9,13.4,144.0,SURESTE
2024-07-14 20:00:00,0.44,1.8,6.5,16.32,8.6,45.0,2.6,9.9,126.0,CENTRO
2024-07-14 20:00:00,0.85,2.1,7.4,12.0,9.4,42.0,2.6,14.2,139.0,NORTE
2024-07-14 20:00:00,0.62,2.6,4.4,9.25,7.0,23.0,1.8,12.3,145.0,SURESTE
2024-07-14 21:00:00,0.47,1.9,7.7,16.84,9.8,45.0,2.5,11.3,120.0,CENTRO
2024-07-14 21:00:00,0.78,2.0,5.4,,7.4,50.0,2.4,11.3,145.0,NORTE
2024-07-14 21:00:00,0.62,2.6,4.8,9.66,7.4,29.0,1.9,10.8,145.0,SURESTE
2024-07-14 22:00:00,0.46,1.9,7.2,17.26,9.3,40.0,2.5,10.7,103.0,CENTRO
2024-07-14 22:00:00,0.78,1.8,4.7,11.0,6.5,50.0,2.5,10.3,148.0,NORTE
2024-07-14 22:00:00,0.67,2.7,5.6,10.41,8.3,28.0,1.7,16.9,115.0,SURESTE
2024-07-14 23:00:00,0.44,,6.0,18.76,8.1,45.0,2.5,8.6,94.0,CENTRO
2024-07-14 23:00:00,0.72,1.6,4.3,10.0,5.9,49.0,2.3,8.4,156.0,NORTE
2024-07-14 23:00:00,0.65,2.6,4.4,13.25,7.0,43.0,1.8,17.9,98.0,SURESTE
2024-07-15 00:00:00,0.44,,6.2,19.01,8.4,48.0,2.5,6.2,64.0,CENTRO
2024-07-15 00:00:00,0.71,1.7,4.1,9.0,5.8,39.0,2.4,6.9,141.0,NORTE
2024-07-15 00:00:00,0.64,2.2,4.2,13.44,6.4,49.0,1.7,15.0,96.0,SURESTE
2024-07-15 01:00:00,0.41,1.8,5.1,18.1,7.1,50.0,2.5,8.0,53.0,CENTRO
2024-07-15 01:00:00,0.7,1.6,4.6,9.0,6.2,40.0,2.5,6.4,114.0,NORTE
2024-07-15 01:00:00,0.65,2.1,5.1,12.75,7.2,38.0,1.8,10.8,102.0,SURESTE
2024-07-15 02:00:00,0.45,2.1,8.9,19.38,11.2,52.0,2.5,4.0,17.0,CENTRO
2024-07-15 02:00:00,0.7,1.7,5.9,10.0,7.6,39.0,2.5,7.4,91.0,NORTE
2024-07-15 02:00:00,0.61,2.0,4.1,11.7,6.1,40.0,1.7,7.8,78.0,SURESTE
2024-07-15 03:00:00,0.45,3.7,14.4,22.79,18.4,51.0,2.4,5.8,15.0,CENTRO
2024-07-15 03:00:00,0.69,2.2,7.6,11.0,9.7,39.0,2.6,6.8,72.0,NORTE
2024-07-15 03:00:00,0.58,2.0,3.0,11.31,5.0,37.0,1.8,10.0,61.0,SURESTE
2024-07-15 04:00:00,0.44,6.5,14.9,24.84,21.7,60.0,2.5,3.1,21.0,CENTRO
2024-07-15 04:00:00,0.68,2.8,10.2,13.0,13.0,48.0,2.6,5.0,50.0,NORTE
2024-07-15 04:00:00,0.58,2.0,3.1,10.6,5.0,32.0,1.8,8.7,98.0,SURESTE
2024-07-15 05:00:00,0.46,2.7,12.9,24.19,15.7,61.0,2.5,2.0,29.0,CENTRO
2024-07-15 05:00:00,0.7,5.9,10.7,14.0,16.6,56.0,2.5,6.4,35.0,NORTE
2024-07-15 05:00:00,0.6,2.1,4.4,10.41,6.5,29.0,1.7,5.1,52.0,SURESTE
2024-07-15 06:00:00,0.48,2.7,13.1,24.22,16.0,58.0,2.5,1.8,27.0,CENTRO
2024-07-15 06:00:00,0.74,5.6,9.6,16.0,15.2,59.0,2.6,4.8,40.0,NORTE
2024-07-15 06:00:00,0.63,3.1,8.1,10.22,11.1,29.0,1.8,2.1,276.0,SURESTE
2024-07-15 07:00:00,0.65,5.3,13.0,27.45,18.5,59.0,2.5,2.8,15.0,CENTRO
2024-07-15 07:00:00,0.78,8.5,9.0,19.0,17.5,62.0,2.7,4.6,37.0,NORTE
2024-07-15 07:00:00,0.71,7.9,12.7,11.48,20.6,34.0,1.8,1.9,343.0,SURESTE
2024-07-15 08:00:00,0.54,7.9,10.9,30.29,19.0,56.0,2.5,6.0,342.0,CENTRO
2024-07-15 08:00:00,0.76,7.3,8.0,23.0,15.3,72.0,2.8,5.9,44.0,NORTE
2024-07-15 08:00:00,0.83,16.1,14.3,13.82,30.3,35.0,1.9,5.0,332.0,SURESTE
2024-07-15 09:00:00,0.6,8.5,9.5,28.78,18.3,57.0,2.4,5.7,14.0,CENTRO
2024-07-15 09:00:00,0.77,5.0,6.6,23.0,11.6,76.0,2.7,5.9,56.0,NORTE
2024-07-15 09:00:00,0.9,18.6,14.1,15.93,32.7,53.0,2.0,6.7,315.0,SURESTE
2024-07-15 10:00:00,0.67,10.3,13.3,30.4,23.9,58.0,2.6,6.2,11.0,CENTRO
2024-07-15 10:00:00,0.74,3.7,6.9,22.0,10.5,79.0,2.7,5.3,71.0,NORTE
2024-07-15 10:00:00,0.92,14.5,16.1,19.29,30.6,66.0,2.2,7.9,9.0,SURESTE
2024-07-15 11:00:00,0.87,10.0,18.6,,28.9,67.0,2.5,6.8,23.0,CENTRO
2024-07-15 11:00:00,0.76,3.4,7.8,19.0,11.2,85.0,2.7,5.2,54.0,NORTE
2024-07-15 11:00:00,0.9,9.3,17.4,20.93,26.7,75.0,2.3,9.2,39.0,SURESTE
2024-07-15 12:00:00,0.72,10.5,21.0,,31.7,82.0,2.5,10.4,49.0,CENTRO
2024-07-15 12:00:00,0.77,2.4,6.7,17.0,9.0,86.0,2.7,8.3,105.0,NORTE
2024-07-15 12:00:00,0.86,4.8,16.3,22.26,21.1,81.0,2.8,11.1,51.0,SURESTE
