date,CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2020-01-06 23:00:00,3.56,14.000002,4.8999996,16.6,17.14,21.5,53.82,7.2000003,2.7999997,169.0,CENTRO,23
2020-01-06 23:00:00,0.45586115,14.688499,4.3537593,14.793144,10.311747,22.447714,15.999996,1.8323522,1.3999996,107.0,NORTE,23
2020-01-06 23:00:00,1.9399999,15.000001,2.5534592,23.521994,9.2699995,19.129776,32.07,6.0,3.0,320.0039,SURESTE,23
2020-01-07 00:00:00,3.4500003,8.0,4.8999996,18.5,17.74,23.400002,50.42,7.3,2.8999996,175.0,CENTRO,0
2020-01-07 00:00:00,0.21999997,16.337322,5.596377,13.493833,10.144058,22.093384,20.999996,1.8574703,1.3000002,163.0,NORTE,0
2020-01-07 00:00:00,2.03,14.000001,2.4226265,22.539131,9.62,17.755972,28.640001,5.8999996,4.6,324.4261,SURESTE,0
2020-01-07 01:00:00,3.16,25.0,2.9999995,11.5,12.25,14.5,38.6,6.2000003,3.5,137.0,CENTRO,1
2020-01-07 01:00:00,0.21999997,27.130672,4.3788,9.892533,10.348675,17.676445,14.0,2.3065262,1.3000002,253.00002,NORTE,1
2020-01-07 01:00:00,1.8499999,29.0,0.4425602,14.352215,7.3599997,7.62728,25.949999,6.1,5.4999995,322.93927,SURESTE,1
2020-01-07 02:00:00,2.9900002,33.0,2.9999995,7.9000006,10.129999,10.900001,41.54,6.6000004,4.7,132.0,CENTRO,2
2020-01-07 02:00:00,0.21999997,29.700438,3.2797928,9.722624,11.408033,16.036892,51.0,2.4920692,1.3000002,248.0,NORTE,2
2020-01-07 02:00:00,1.6999999,41.0,-0.08006191,10.714891,5.3,3.81674,24.710001,6.8999996,4.3999996,314.5553,SURESTE,2
2020-01-07 03:00:00,2.95,35.0,2.9999995,7.700001,10.379999,10.700001,39.82,6.8,6.1,92.0,CENTRO,3
2020-01-07 03:00:00,0.21999997,29.479057,3.2665567,9.53982,11.753168,16.069157,58.0,2.4145184,2.2502313,338.0,NORTE,3
2020-01-07 03:00:00,1.6899999,37.0,0.28504753,11.067223,6.0199986,4.394165,22.51,7.1,5.2999997,319.56848,SURESTE,3
2020-01-07 04:00:00,2.98,27.0,2.9999995,10.6,14.88,13.700001,71.53,8.1,6.2999997,129.0,CENTRO,4
2020-01-07 04:00:00,0.21999997,31.85869,1.2556086,6.8274956,9.614942,11.433472,34.0,2.3936675,2.8747878,188.0,NORTE,4
2020-01-07 04:00:00,1.66,38.0,0.44268608,10.046093,6.55,3.9302483,26.310001,7.2,6.2999997,295.15198,SURESTE,4
2020-01-07 05:00:00,2.88,30.0,2.9999995,8.300001,10.2699995,11.3,55.89,6.9,6.2999997,95.0,CENTRO,5
2020-01-07 05:00:00,0.21999997,32.996014,1.1384602,6.546599,9.071313,10.62231,30.999998,2.2843661,3.6728363,143.0,NORTE,5
2020-01-07 05:00:00,1.66,37.0,0.56552696,10.758386,5.9399996,4.952526,26.310001,6.8999996,5.3999996,292.3629,SURESTE,5
2020-01-07 06:00:00,2.91,30.0,3.0999994,8.0,9.919999,11.1,53.16,6.4,5.3999996,104.0,CENTRO,6
